"geneid","strand","fiveprime","threeprime"
"Pc2113T1C00002468g0002660","+",353,88
"Pc2113T1C00002468g0002680","+",535,539
"Pc2113T1C00002468g0002690","-",851,539
"Pc2113T1C00000665g0000060","+",281,140
"Pc2113T1C00002468g0002700","+",851,2112
"Pc2113T1C00002468g0002710","+",2112,202
"Pc2113T1C00002468g0002720","-",357,202
"Pc2113T1C00002468g0002730","-",352,357
"Pc2113T1C00002468g0002740","-",911,352
"Pc2113T1C00002468g0002750","+",911,134
"Pc2113T1C00002468g0002760","+",134,253
"Pc2113T1C00002468g0002770","+",253,92
"Pc2113T1C00002468g0002780","-",489,92
"Pc2113T1C00002468g0002790","-",379,489
"Pc2113T1C00000665g0000070","+",140,1447
"Pc2113T1C00002468g0002810","-",23,168
"Pc2113T1C00002468g0002800","+",379,168
"Pc2113T1C00002468g0002820","-",1275,23
"Pc2113T1C00002468g0002840","-",186,153
"Pc2113T1C00002468g0002830","+",1275,153
"Pc2113T1C00002468g0002850","+",186,186
"Pc2113T1C00002468g0002860","-",283,186
"Pc2113T1C00002468g0002870","-",278,283
"Pc2113T1C00002468g0002880","-",273,278
"Pc2113T1C00002468g0002890","-",1608,273
"Pc2113T1C00000665g0000080","+",1447,326
"Pc2113T1C00002468g0002900","+",1608,143
"Pc2113T1C00002468g0002910","-",135,143
"Pc2113T1C00002468g0002930","-",209,1473
"Pc2113T1C00002468g0002920","+",135,1473
"Pc2113T1C00002468g0002940","-",1154,209
"Pc2113T1C00002468g0002950","+",209,1154
"Pc2113T1C00002468g0002960","+",1154,77
"Pc2113T1C00002468g0002970","-",6784,77
"Pc2113T1C00002468g0002980","-",176,6784
"Pc2113T1C00002468g0002990","-",193,176
"Pc2113T1C00000665g0000090","+",326,2375
"Pc2113T1C00000665g0000100","-",1369,2375
"Pc2113T1C00002468g0003000","+",193,80
"Pc2113T1C00002468g0003010","-",44,80
"Pc2113T1C00002468g0003020","-",955,44
"Pc2113T1C00002468g0003030","-",1589,955
"Pc2113T1C00002468g0003050","-",1306,103
"Pc2113T1C00002468g0003040","+",1589,103
"Pc2113T1C00002468g0003060","+",1306,321
"Pc2113T1C00002468g0003080","-",413,160
"Pc2113T1C00002468g0003070","+",321,160
"Pc2113T1C00002468g0003090","-",3811,413
"Pc2113T1C00002468g0003100","-",414,3811
"Pc2113T1C00000665g0000110","-",540,1369
"Pc2113T1C00002468g0003110","-",43914,414
"Pc2113T1C00002468g0003120","+",43914,325
"Pc2113T1C00002468g0003140","-",149,261
"Pc2113T1C00002468g0003130","+",325,261
"Pc2113T1C00002468g0003150","+",149,255
"Pc2113T1C00002468g0003160","-",141,255
"Pc2113T1C00002468g0003180","-",2762,215
"Pc2113T1C00002468g0003170","+",141,215
"Pc2113T1C00002468g0003190","-",1846,2762
"Pc2113T1C00000665g0000120","-",75,540
"Pc2113T1C00002468g0003210","-",909,149
"Pc2113T1C00002468g0003200","+",1846,149
"Pc2113T1C00002468g0003220","+",909,1394
"Pc2113T1C00002468g0003230","+",1394,439
"Pc2113T1C00002468g0003240","-",35,439
"Pc2113T1C00002468g0003250","-",861,35
"Pc2113T1C00002468g0003260","+",861,610
"Pc2113T1C00002468g0003270","-",1562,610
"Pc2113T1C00002468g0003280","+",1562,121
"Pc2113T1C00002468g0003290","-",1444,121
"Pc2113T1C00000665g0000150","-",42,75
"Pc2113T1C00000665g0000140","-",42,75
"Pc2113T1C00002468g0003300","+",1444,264
"Pc2113T1C00002468g0003320","-",1521,3449
"Pc2113T1C00002468g0003310","+",264,3449
"Pc2113T1C00002468g0003330","-",1379,1521
"Pc2113T1C00002468g0003340","+",1379,153
"Pc2113T1C00002468g0003350","-",5743,153
"Pc2113T1C00002468g0003360","+",5743,9777
"Pc2113T1C00002468g0003380","-",235,207
"Pc2113T1C00002468g0003370","+",9777,207
"Pc2113T1C00002468g0003390","+",235,172
"Pc2113T1C00000665g0000160","-",160,42
"Pc2113T1C00000665g0000130","+",75,42
"Pc2113T1C00002468g0003400","+",172,2066
"Pc2113T1C00002468g0003410","-",238,2066
"Pc2113T1C00002468g0003420","-",223,238
"Pc2113T1C00002468g0003440","-",634,185
"Pc2113T1C00002468g0003430","+",223,185
"Pc2113T1C00002468g0003450","-",1624,634
"Pc2113T1C00002468g0003460","+",1624,5138
"Pc2113T1C00002468g0003480","-",93,2702
"Pc2113T1C00002468g0003470","+",5138,2702
"Pc2113T1C00002468g0003490","+",93,2672
"Pc2113T1C00000665g0000170","-",160,160
"Pc2113T1C00002468g0003500","+",2672,3150
"Pc2113T1C00002468g0003510","-",2198,3150
"Pc2113T1C00002468g0003520","+",2198,359
"Pc2113T1C00002468g0003530","-",220,359
"Pc2113T1C00002468g0003540","+",220,173
"Pc2113T1C00002468g0003550","-",415,173
"Pc2113T1C00002468g0003560","-",437,415
"Pc2113T1C00002468g0003570","-",651,437
"Pc2113T1C00002468g0003580","-",158,651
"Pc2113T1C00002468g0003590","-",1154,158
"Pc2113T1C00002468g0003600","-",1082,1154
"Pc2113T1C00000665g0000180","-",233,160
"Pc2113T1C00002468g0003610","+",1082,208
"Pc2113T1C00002468g0003620","-",113,208
"Pc2113T1C00002468g0003630","+",113,302
"Pc2113T1C00002468g0003640","+",302,128
"Pc2113T1C00002468g0003650","-",868,128
"Pc2113T1C00002468g0003670","-",2808,161
"Pc2113T1C00002468g0003660","+",868,161
"Pc2113T1C00002468g0003680","-",3707,2808
"Pc2113T1C00002468g0003690","-",100,3707
"Pc2113T1C00000665g0000190","-",271,233
"Pc2113T1C00002468g0003700","+",100,933
"Pc2113T1C00002468g0003720","-",293,235
"Pc2113T1C00002468g0003710","+",933,235
"Pc2113T1C00002468g0003730","-",789,293
"Pc2113T1C00002468g0003740","+",789,23
"Pc2113T1C00002468g0003750","+",23,2545
"Pc2113T1C00002468g0003760","+",2545,34253
"Pc2113T1C00002468g0003780","-",3173,3071
"Pc2113T1C00002468g0003770","+",34253,3071
"Pc2113T1C00002468g0003800","-",1023,235
"Pc2113T1C00002468g0003790","+",3173,235
"Pc2113T1C00000665g0000200","-",161,271
"Pc2113T1C00002468g0003810","+",1023,653
"Pc2113T1C00002468g0003820","+",653,545
"Pc2113T1C00002468g0003830","-",2982,545
"Pc2113T1C00002468g0003840","+",2982,154
"Pc2113T1C00002468g0003850","-",475,154
"Pc2113T1C00002468g0003870","-",2563,301
"Pc2113T1C00002468g0003860","+",475,301
"Pc2113T1C00002468g0003880","+",2563,465
"Pc2113T1C00002468g0003890","+",465,98
"Pc2113T1C00000665g0000210","-",117,161
"Pc2113T1C00002468g0003910","-",1572,778
"Pc2113T1C00002468g0003900","+",98,778
"Pc2113T1C00002468g0003930","-",1724,157
"Pc2113T1C00002468g0003920","+",1572,157
"Pc2113T1C00002468g0003950","-",957,584
"Pc2113T1C00002468g0003940","+",1724,584
"Pc2113T1C00002468g0003960","+",957,2285
"Pc2113T1C00002468g0003970","+",2285,570
"Pc2113T1C00002468g0003980","+",570,508
"Pc2113T1C00002468g0003990","+",508,109
"Pc2113T1C00002468g0004000","-",346,109
"Pc2113T1C00000665g0000220","-",160,117
"Pc2113T1C00002468g0004010","-",1318,346
"Pc2113T1C00002468g0004020","+",1318,2308
"Pc2113T1C00002468g0004030","+",2308,380
"Pc2113T1C00002468g0004040","+",380,396
"Pc2113T1C00002468g0004050","-",1552,396
"Pc2113T1C00002468g0004060","+",1552,615
"Pc2113T1C00002468g0004070","-",1188,615
"Pc2113T1C00002468g0004080","-",7301,1188
"Pc2113T1C00002468g0004090","+",7301,231
"Pc2113T1C00002468g0004100","-",434,231
"Pc2113T1C00000665g0000230","-",160,160
"Pc2113T1C00002468g0004120","-",617,698
"Pc2113T1C00002468g0004110","+",434,698
"Pc2113T1C00002468g0004130","-",1178,617
"Pc2113T1C00002468g0004150","-",1522,647
"Pc2113T1C00002468g0004140","+",1178,647
"Pc2113T1C00002468g0004170","-",343,1510
"Pc2113T1C00002468g0004160","+",1522,1510
"Pc2113T1C00002468g0004180","-",936,343
"Pc2113T1C00002468g0004190","+",936,1416
"Pc2113T1C00000665g0000240","-",NA,160
"Pc2113T1C00002468g0004200","+",1416,224
"Pc2113T1C00002468g0004210","-",160,224
"Pc2113T1C00002468g0004230","-",332,239
"Pc2113T1C00002468g0004220","+",160,239
"Pc2113T1C00002468g0004240","-",1960,332
"Pc2113T1C00002468g0004260","-",3685,290
"Pc2113T1C00002468g0004250","+",1960,290
"Pc2113T1C00002468g0004270","+",3685,17
"Pc2113T1C00002468g0004280","+",17,550
"Pc2113T1C00002468g0004290","-",237,550
"Pc2113T1C00002468g0004300","-",355,237
"Pc2113T1C00000136g0000130","+",745,1010
"Pc2113T1C00002468g0004310","-",1787,355
"Pc2113T1C00002468g0004320","-",32,1787
"Pc2113T1C00002468g0004330","-",210,32
"Pc2113T1C00002468g0004350","-",2054,2113
"Pc2113T1C00002468g0004340","+",210,2113
"Pc2113T1C00002468g0004360","-",51,2054
"Pc2113T1C00002468g0004370","-",70,51
"Pc2113T1C00002468g0004380","-",111,70
"Pc2113T1C00002468g0004390","-",15678,111
"Pc2113T1C00000667g0000020","+",356,74
"Pc2113T1C00002468g0004400","+",15678,1009
"Pc2113T1C00002468g0004410","+",1009,2
"Pc2113T1C00002468g0004420","+",2,4223
"Pc2113T1C00002468g0004430","-",10636,4223
"Pc2113T1C00002468g0004450","-",775,7451
"Pc2113T1C00002468g0004440","+",10636,7451
"Pc2113T1C00002468g0004470","-",249,363
"Pc2113T1C00002468g0004460","+",775,363
"Pc2113T1C00002468g0004480","-",184,249
"Pc2113T1C00002468g0004490","+",184,3027
"Pc2113T1C00000667g0000030","+",74,207
"Pc2113T1C00002468g0004510","-",2879,1311
"Pc2113T1C00002468g0004500","+",3027,1311
"Pc2113T1C00002468g0004520","-",417,2879
"Pc2113T1C00002468g0004530","+",417,855
"Pc2113T1C00002468g0004550","-",127,232
"Pc2113T1C00002468g0004540","+",855,232
"Pc2113T1C00002468g0004560","+",127,310
"Pc2113T1C00002468g0004570","-",5532,310
"Pc2113T1C00002468g0004580","-",724,5532
"Pc2113T1C00002468g0004590","-",747,724
"Pc2113T1C00000667g0000050","-",2738,950
"Pc2113T1C00000667g0000040","+",207,950
"Pc2113T1C00002468g0004600","+",747,2376
"Pc2113T1C00002468g0004610","-",399,2376
"Pc2113T1C00002468g0004620","-",181,399
"Pc2113T1C00002468g0004630","+",181,35
"Pc2113T1C00002468g0004640","+",35,709
"Pc2113T1C00002468g0004660","-",2298,88
"Pc2113T1C00002468g0004650","+",709,88
"Pc2113T1C00002468g0004670","-",1293,2298
"Pc2113T1C00002468g0004680","+",1293,1419
"Pc2113T1C00002468g0004690","-",1372,1419
"Pc2113T1C00002468g0004700","-",934,1372
"Pc2113T1C00000667g0000060","-",200,2738
"Pc2113T1C00002468g0004710","+",934,966
"Pc2113T1C00002468g0004720","+",966,1685
"Pc2113T1C00002468g0004740","-",35859,196
"Pc2113T1C00002468g0004730","+",1685,196
"Pc2113T1C00002468g0004750","-",2382,35859
"Pc2113T1C00002468g0004760","+",2382,9131
"Pc2113T1C00002468g0004770","-",220,9131
"Pc2113T1C00002468g0004780","+",220,151
"Pc2113T1C00002468g0004790","-",179,151
"Pc2113T1C00002468g0004800","-",513,179
"Pc2113T1C00002468g0004820","-",145,118
"Pc2113T1C00002468g0004810","+",513,118
"Pc2113T1C00002468g0004830","+",145,2768
"Pc2113T1C00002468g0004840","-",373,2768
"Pc2113T1C00002468g0004850","-",7653,373
"Pc2113T1C00002468g0004860","-",227,7653
"Pc2113T1C00002468g0004870","+",227,136
"Pc2113T1C00002468g0004880","-",2105,136
"Pc2113T1C00002468g0004890","-",338,2105
"Pc2113T1C00000667g0000070","+",200,305
"Pc2113T1C00000667g0000080","-",182,305
"Pc2113T1C00002468g0004900","+",338,201
"Pc2113T1C00002468g0004910","+",201,126
"Pc2113T1C00002468g0004920","-",4050,126
"Pc2113T1C00002468g0004930","+",4050,838
"Pc2113T1C00002468g0004950","-",404,203
"Pc2113T1C00002468g0004940","+",838,203
"Pc2113T1C00002468g0004960","-",1549,404
"Pc2113T1C00002468g0004970","+",1549,546
"Pc2113T1C00002468g0004980","+",546,347
"Pc2113T1C00002468g0005000","-",118,102
"Pc2113T1C00002468g0004990","+",347,102
"Pc2113T1C00002468g0005010","-",346,118
"Pc2113T1C00002468g0005020","-",379,346
"Pc2113T1C00002468g0005030","-",368,379
"Pc2113T1C00002468g0005040","-",82,368
"Pc2113T1C00002468g0005050","+",82,370
"Pc2113T1C00002468g0005060","-",16946,370
"Pc2113T1C00002468g0005080","-",180,120
"Pc2113T1C00002468g0005070","+",16946,120
"Pc2113T1C00002468g0005100","-",142,91
"Pc2113T1C00002468g0005090","+",180,91
"Pc2113T1C00000667g0000090","+",182,606
"Pc2113T1C00000667g0000100","-",509,606
"Pc2113T1C00002468g0005110","+",142,2324
"Pc2113T1C00002468g0005120","+",2324,5384
"Pc2113T1C00002468g0005130","-",255,5384
"Pc2113T1C00002468g0005140","-",1846,255
"Pc2113T1C00002468g0005150","-",5934,1846
"Pc2113T1C00002468g0005160","+",5934,859
"Pc2113T1C00002468g0005170","+",859,1679
"Pc2113T1C00002469g0000020","+",75,65
"Pc2113T1C00002469g0000030","-",146,65
"Pc2113T1C00002469g0000050","-",3475,2621
"Pc2113T1C00002469g0000040","+",146,2621
"Pc2113T1C00002469g0000060","-",255,3475
"Pc2113T1C00002469g0000070","-",8,255
"Pc2113T1C00002469g0000080","-",21,8
"Pc2113T1C00002469g0000090","-",1845,21
"Pc2113T1C00002469g0000100","-",378,1845
"Pc2113T1C00002469g0000110","-",5923,378
"Pc2113T1C00002469g0000120","+",5923,146
"Pc2113T1C00000136g0000140","+",1010,248
"Pc2113T1C00000667g0000120","-",119,378
"Pc2113T1C00000667g0000110","+",509,378
"Pc2113T1C00002469g0000130","+",146,1013
"Pc2113T1C00002469g0000140","+",1013,15146
"Pc2113T1C00002469g0000150","+",15146,52
"Pc2113T1C00002469g0000160","+",52,373
"Pc2113T1C00002469g0000170","+",373,95
"Pc2113T1C00002469g0000180","-",55,95
"Pc2113T1C00002469g0000190","-",417,55
"Pc2113T1C00002469g0000200","-",1456,417
"Pc2113T1C00002469g0000210","+",1456,549
"Pc2113T1C00002469g0000220","-",306,549
"Pc2113T1C00002469g0000230","-",327,306
"Pc2113T1C00002469g0000250","-",492,438
"Pc2113T1C00002469g0000240","+",327,438
"Pc2113T1C00002469g0000260","+",492,178
"Pc2113T1C00002469g0000270","-",221,178
"Pc2113T1C00002469g0000280","+",221,320
"Pc2113T1C00002469g0000300","-",333,207
"Pc2113T1C00002469g0000290","+",320,207
"Pc2113T1C00002469g0000320","-",77,56
"Pc2113T1C00002469g0000310","+",333,56
"Pc2113T1C00002469g0000330","-",645,77
"Pc2113T1C00000667g0000130","+",119,2151
"Pc2113T1C00002469g0000340","-",375,645
"Pc2113T1C00002469g0000350","-",884,375
"Pc2113T1C00002469g0000360","-",176,884
"Pc2113T1C00002469g0000370","-",2848,176
"Pc2113T1C00002469g0000380","-",35,2848
"Pc2113T1C00002469g0000390","-",75,35
"Pc2113T1C00002469g0000400","+",75,633
"Pc2113T1C00002469g0000410","+",633,1178
"Pc2113T1C00002469g0000420","-",909,1178
"Pc2113T1C00000667g0000140","+",2151,3222
"Pc2113T1C00002469g0000430","+",909,163
"Pc2113T1C00002469g0000440","+",163,230
"Pc2113T1C00002469g0000450","-",4173,230
"Pc2113T1C00002469g0000460","-",1558,4173
"Pc2113T1C00002469g0000470","+",1558,830
"Pc2113T1C00002469g0000480","+",830,2166
"Pc2113T1C00002469g0000490","+",2166,3904
"Pc2113T1C00002469g0000500","+",3904,4856
"Pc2113T1C00002469g0000510","-",17480,4856
"Pc2113T1C00002469g0000520","+",17480,642
"Pc2113T1C00000667g0000150","+",3222,24561
"Pc2113T1C00002469g0000530","+",642,989
"Pc2113T1C00002469g0000550","-",NA,1388
"Pc2113T1C00002469g0000540","+",989,1388
"Pc2113T1C00002471g0000020","-",12425,6240
"Pc2113T1C00002471g0000010","+",NA,6240
"Pc2113T1C00002471g0000030","-",12144,12425
"Pc2113T1C00002471g0000040","-",441,12144
"Pc2113T1C00002471g0000050","-",160,441
"Pc2113T1C00002471g0000060","-",325,160
"Pc2113T1C00002471g0000070","+",325,614
"Pc2113T1C00002471g0000080","-",9830,614
"Pc2113T1C00002471g0000090","-",1807,9830
"Pc2113T1C00000667g0000170","-",21555,16231
"Pc2113T1C00000667g0000160","+",24561,16231
"Pc2113T1C00002471g0000100","-",263,1807
"Pc2113T1C00002472g0000020","-",73,29
"Pc2113T1C00002472g0000030","-",362,73
"Pc2113T1C00002472g0000040","-",15374,362
"Pc2113T1C00002472g0000050","+",15374,418
"Pc2113T1C00002472g0000060","+",418,122
"Pc2113T1C00002472g0000070","+",122,4
"Pc2113T1C00002472g0000080","+",4,21639
"Pc2113T1C00000667g0000180","-",6940,21555
"Pc2113T1C00002472g0000090","+",21639,1679
"Pc2113T1C00002472g0000100","+",1679,5954
"Pc2113T1C00002472g0000110","+",5954,608
"Pc2113T1C00002472g0000120","-",3420,608
"Pc2113T1C00002472g0000130","-",99,3420
"Pc2113T1C00002472g0000140","-",53289,99
"Pc2113T1C00002472g0000150","-",71,53289
"Pc2113T1C00002472g0000160","-",289,71
"Pc2113T1C00002472g0000170","+",289,2260
"Pc2113T1C00002472g0000190","-",18882,17781
"Pc2113T1C00002472g0000180","+",2260,17781
"Pc2113T1C00002472g0000200","+",18882,121
"Pc2113T1C00002472g0000220","-",1001,133
"Pc2113T1C00002472g0000210","+",121,133
"Pc2113T1C00002472g0000230","+",1001,216
"Pc2113T1C00002472g0000240","+",216,499
"Pc2113T1C00002472g0000250","-",820,499
"Pc2113T1C00002472g0000270","-",266,519
"Pc2113T1C00002472g0000260","+",820,519
"Pc2113T1C00002472g0000280","+",266,568
"Pc2113T1C00000667g0000190","+",6940,18880
"Pc2113T1C00000667g0000200","-",1686,18880
"Pc2113T1C00002472g0000290","+",568,2876
"Pc2113T1C00002472g0000300","+",2876,895
"Pc2113T1C00002472g0000310","+",895,324
"Pc2113T1C00002472g0000320","+",324,203
"Pc2113T1C00002472g0000330","+",203,161
"Pc2113T1C00002472g0000340","-",694,161
"Pc2113T1C00002472g0000350","-",NA,694
"Pc2113T1C00002474g0000020","+",1218,50
"Pc2113T1C00002474g0000040","-",111,528
"Pc2113T1C00002474g0000030","+",50,528
"Pc2113T1C00000667g0000210","-",802,1686
"Pc2113T1C00002474g0000050","+",111,555
"Pc2113T1C00002474g0000060","+",555,2873
"Pc2113T1C00002474g0000070","+",2873,895
"Pc2113T1C00002474g0000080","+",895,341
"Pc2113T1C00002474g0000090","+",341,218
"Pc2113T1C00002474g0000100","+",218,160
"Pc2113T1C00002474g0000110","-",426,160
"Pc2113T1C00002474g0000120","-",5374,426
"Pc2113T1C00002474g0000130","-",10120,5374
"Pc2113T1C00002474g0000140","-",1065,10120
"Pc2113T1C00000136g0000160","-",206,121
"Pc2113T1C00000136g0000150","+",248,121
"Pc2113T1C00002474g0000150","+",1065,74
"Pc2113T1C00002474g0000160","-",4719,74
"Pc2113T1C00002474g0000170","-",361,4719
"Pc2113T1C00002474g0000180","+",361,296
"Pc2113T1C00002474g0000190","+",296,609
"Pc2113T1C00002474g0000200","-",2383,609
"Pc2113T1C00002474g0000210","-",144,2383
"Pc2113T1C00002474g0000220","-",2675,144
"Pc2113T1C00002474g0000230","+",2675,2559
"Pc2113T1C00002474g0000240","+",2559,1382
"Pc2113T1C00000667g0000230","-",191,1244
"Pc2113T1C00000667g0000220","+",802,1244
"Pc2113T1C00002474g0000250","+",1382,2158
"Pc2113T1C00002474g0000260","+",2158,1161
"Pc2113T1C00002474g0000270","+",1161,861
"Pc2113T1C00002474g0000280","-",4119,861
"Pc2113T1C00002474g0000290","-",1260,4119
"Pc2113T1C00002474g0000300","-",2147,1260
"Pc2113T1C00002474g0000320","-",1312,5655
"Pc2113T1C00002474g0000310","+",2147,5655
"Pc2113T1C00002474g0000330","+",1312,643
"Pc2113T1C00002474g0000340","+",643,563
"Pc2113T1C00002474g0000350","+",563,532
"Pc2113T1C00002474g0000360","-",1537,532
"Pc2113T1C00002474g0000370","+",1537,311
"Pc2113T1C00002474g0000380","-",3389,311
"Pc2113T1C00002474g0000400","-",265,172
"Pc2113T1C00002474g0000390","+",3389,172
"Pc2113T1C00002474g0000410","-",2275,265
"Pc2113T1C00002474g0000430","-",759,499
"Pc2113T1C00002474g0000420","+",2275,499
"Pc2113T1C00002474g0000440","+",759,3299
"Pc2113T1C00000667g0000240","+",191,122
"Pc2113T1C00000667g0000250","-",268,122
"Pc2113T1C00002475g0000020","+",2326,494
"Pc2113T1C00002475g0000030","+",494,2066
"Pc2113T1C00002475g0000040","-",1954,2066
"Pc2113T1C00002475g0000060","-",3971,452
"Pc2113T1C00002475g0000050","+",1954,452
"Pc2113T1C00002475g0000070","+",3971,976
"Pc2113T1C00002475g0000080","-",68,976
"Pc2113T1C00002475g0000090","-",2798,68
"Pc2113T1C00002475g0000100","+",2798,37
"Pc2113T1C00002475g0000110","+",37,417
"Pc2113T1C00002475g0000120","-",931,417
"Pc2113T1C00002475g0000130","+",931,608
"Pc2113T1C00002475g0000140","-",626,608
"Pc2113T1C00002475g0000150","+",626,4245
"Pc2113T1C00002475g0000160","-",498,4245
"Pc2113T1C00002475g0000170","-",1378,498
"Pc2113T1C00002475g0000180","-",197,1378
"Pc2113T1C00002475g0000190","+",197,155
"Pc2113T1C00002475g0000200","+",155,577
"Pc2113T1C00000667g0000260","+",268,755
"Pc2113T1C00000667g0000270","-",320,755
"Pc2113T1C00002475g0000220","-",532,697
"Pc2113T1C00002475g0000210","+",577,697
"Pc2113T1C00002475g0000240","-",1592,632
"Pc2113T1C00002475g0000230","+",532,632
"Pc2113T1C00002475g0000250","+",1592,839
"Pc2113T1C00002475g0000270","-",2757,481
"Pc2113T1C00002475g0000260","+",839,481
"Pc2113T1C00002475g0000280","+",2757,268
"Pc2113T1C00002475g0000290","+",268,262
"Pc2113T1C00002475g0000310","-",206,156
"Pc2113T1C00002475g0000300","+",262,156
"Pc2113T1C00002475g0000320","-",32312,206
"Pc2113T1C00002480g0000020","-",475,59693
"Pc2113T1C00002480g0000030","+",475,2367
"Pc2113T1C00002480g0000040","+",2367,1298
"Pc2113T1C00002480g0000050","+",1298,612
"Pc2113T1C00002480g0000060","-",1812,612
"Pc2113T1C00002480g0000080","-",2672,829
"Pc2113T1C00002480g0000070","+",1812,829
"Pc2113T1C00000667g0000280","+",320,378
"Pc2113T1C00002480g0000100","-",475,143
"Pc2113T1C00002480g0000090","+",2672,143
"Pc2113T1C00002481g0000020","+",747,2378
"Pc2113T1C00002481g0000040","-",1806,2243
"Pc2113T1C00002481g0000030","+",2378,2243
"Pc2113T1C00002481g0000060","-",2471,780
"Pc2113T1C00002481g0000050","+",1806,780
"Pc2113T1C00002481g0000080","-",475,255
"Pc2113T1C00002481g0000070","+",2471,255
"Pc2113T1C00000667g0000300","-",2876,3088
"Pc2113T1C00000667g0000290","+",378,3088
"Pc2113T1C00002481g0000090","+",475,57658
"Pc2113T1C00002481g0000100","+",57658,1672
"Pc2113T1C00002481g0000110","+",1672,265
"Pc2113T1C00002481g0000120","+",265,2369
"Pc2113T1C00002481g0000130","+",2369,95
"Pc2113T1C00002481g0000140","+",95,79
"Pc2113T1C00002481g0000150","+",79,2635
"Pc2113T1C00002481g0000160","+",2635,570
"Pc2113T1C00002484g0000020","-",145,7688
"Pc2113T1C00002484g0000010","+",NA,7688
"Pc2113T1C00000667g0000310","-",167,2876
"Pc2113T1C00002484g0000040","-",374,100
"Pc2113T1C00002484g0000030","+",145,100
"Pc2113T1C00002484g0000050","-",3204,374
"Pc2113T1C00002484g0000070","-",46900,728
"Pc2113T1C00002484g0000060","+",3204,728
"Pc2113T1C00002484g0000080","-",3074,46900
"Pc2113T1C00002484g0000090","-",2303,3074
"Pc2113T1C00002484g0000100","+",2303,2059
"Pc2113T1C00002484g0000110","-",182,2059
"Pc2113T1C00002484g0000120","-",NA,182
"Pc2113T1C00002485g0000020","-",4893,3148
"Pc2113T1C00000136g0000170","-",5693,206
"Pc2113T1C00002485g0000030","-",30520,4893
"Pc2113T1C00002485g0000040","-",16507,30520
"Pc2113T1C00002485g0000060","-",1782,1212
"Pc2113T1C00002485g0000050","+",16507,1212
"Pc2113T1C00002485g0000070","-",1195,1782
"Pc2113T1C00002485g0000090","-",4083,3033
"Pc2113T1C00002485g0000080","+",1195,3033
