Orthogroup,P_capsici,P_fragariae,P_infestans,P_parasitica,P_ramorum,P_sojae,Pc2109,Pc2113
OG0008989,KAG1698480.1,KAE8879304.1,PITG_13159,PPTG_12248T0,2507658105,EGZ11606,Pc2109T1C00002676g0001210.1,Pc2113T1C00002785g0000730.1
OG0008990,KAG1698481.1,KAE8879365.1,PITG_13160,PPTG_12247T0,2507658104,EGZ11607,Pc2109T1C00002676g0001220.1,Pc2113T1C00002785g0000760.1
OG0008991,KAG1698487.1,KAE8879392.1,PITG_13166,PPTG_12241T0,2507658096,EGZ11623,Pc2109T1C00002676g0001300.1,Pc2113T1C00002785g0000840.1
OG0008992,KAG1698488.1,KAE8879393.1,PITG_13165,PPTG_12242T0,2507658097,EGZ11622,Pc2109T1C00002676g0001290.1,Pc2113T1C00002785g0000830.1
OG0008993,KAG1698489.1,KAE8879391.1,PITG_13167,PPTG_12240T0,2507658095,EGZ11624,Pc2109T1C00002676g0001310.1,Pc2113T1C00002785g0000850.1
OG0008994,KAG1698491.1,KAE8879389.1,PITG_13171,PPTG_12238T0,2507658092,EGZ11626,Pc2109T1C00002676g0001350.1,Pc2113T1C00002785g0000890.1
OG0008995,KAG1698492.1,KAE8879388.1,PITG_13172,PPTG_12235T0,2507658091,EGZ11627,Pc2109T1C00002676g0001360.1,Pc2113T1C00002785g0000900.1
OG0008996,KAG1698493.1,KAE8879386.1,PITG_13173,PPTG_12234T0,2507658090,EGZ11628,Pc2109T1C00002676g0001370.1,Pc2113T1C00002785g0000910.1
OG0008997,KAG1698494.1,KAE8879385.1,PITG_13174,PPTG_12233T0,2507658089,EGZ11629,Pc2109T1C00002676g0001380.1,Pc2113T1C00002785g0000920.1
OG0008998,KAG1698495.1,KAE8879299.1,PITG_13175,PPTG_12232T0,2507658088,EGZ11630,Pc2109T1C00002676g0001390.1,Pc2113T1C00002785g0000930.1
OG0008999,KAG1698496.1,KAE8879300.1,PITG_13176,PPTG_12231T0,2507658087,EGZ11631,Pc2109T1C00002676g0001400.1,Pc2113T1C00002785g0000940.1
OG0009000,KAG1698497.1,KAE8879303.1,PITG_13177,PPTG_12230T0,2507658086,EGZ11640,Pc2109T1C00002676g0001410.1,Pc2113T1C00002785g0000950.1
OG0009001,KAG1698498.1,KAE8879295.1,PITG_13178,PPTG_12229T0,2507658085,EGZ11639,Pc2109T1C00002676g0001420.1,Pc2113T1C00002785g0000960.1
OG0009003,KAG1698509.1,KAE8903038.1,PITG_07380,PPTG_16429T0,2507664859,EGZ14388,Pc2109T1C00002475g0000190.1,Pc2113T1C00002358g0000170.1
OG0009005,KAG1698597.1,KAE8891442.1,PITG_09767,PPTG_01892T0,2507657235,EGZ13899,Pc2109T1C00002633g0000420.1,Pc2113T1C00002904g0000030.1
OG0009008,KAG1698608.1,KAE8891270.1,PITG_09783,PPTG_20054T0,2507657231,EGZ13907,Pc2109T1C00002633g0000350.1,Pc2113T1C00002904g0000100.1
OG0009009,KAG1698610.1,KAE8891333.1,PITG_09781,PPTG_01914T0,2507657229,EGZ13933,Pc2109T1C00002633g0000330.1,Pc2113T1C00002904g0000120.1
OG0009010,KAG1698612.1,KAE8891321.1,PITG_09779,PPTG_01907T0,2507657227,EGZ13936,Pc2109T1C00002633g0000260.1,Pc2113T1C00002904g0000200.1
OG0009011,KAG1698614.1,KAE8891185.1,PITG_10212,PPTG_01919T0,2507657220,EGZ13939,Pc2109T1C00002633g0000170.1,Pc2113T1C00002905g0000070.1
OG0009012,KAG1698615.1,KAE8891184.1,PITG_10211,PPTG_01920T0,2507657221,EGZ13940,Pc2109T1C00002633g0000230.1,Pc2113T1C00002931g0000030.1
OG0009014,KAG1698645.1,KAE8887953.1,PITG_10198,PPTG_01949T0,2507657204,EGZ13964,Pc2109T1C00002633g0000020.1,Pc2113T1C00002933g0000080.1
OG0009020,KAG1699014.1,KAE8903885.1,PITG_09593,PPTG_01758T0,2507657287,EGZ13768,Pc2109T1C00002634g0000100.1,Pc2113T1C00003004g0000070.1
OG0009021,KAG1699027.1,KAE8903464.1,PITG_09669,PPTG_01768T0,2507657281,EGZ13794,Pc2109T1C00002633g0001070.1,Pc2113T1C00003004g0000180.1
OG0009022,KAG1699029.1,KAE8903686.1,PITG_09671,PPTG_01770T0,2507657280,EGZ13796,Pc2109T1C00002633g0001050.1,Pc2113T1C00003004g0000200.1
OG0009023,KAG1699035.1,KAE8903680.1,PITG_09676,PPTG_01780T0,2507657276,EGZ13804,Pc2109T1C00002633g0000970.1,Pc2113T1C00003004g0000270.1
OG0009024,KAG1699037.1,KAE8903682.1,PITG_09678,PPTG_01782T0,2507657275,EGZ13806,Pc2109T1C00002633g0000950.1,Pc2113T1C00003004g0000290.1
OG0009025,KAG1699039.1,KAE8903684.1,PITG_09680,PPTG_01784T0,2507657273,EGZ13808,Pc2109T1C00002633g0000930.1,Pc2113T1C00003004g0000310.1
OG0009026,KAG1699040.1,KAE8903807.1,PITG_09681,PPTG_01785T0,2507657272,EGZ13809,Pc2109T1C00002633g0000920.1,Pc2113T1C00003004g0000320.1
OG0009027,KAG1699052.1,KAE8903936.1,PITG_09698,PPTG_01811T0,2507657267,EGZ13822,Pc2109T1C00002633g0000820.1,Pc2113T1C00003004g0000390.1
OG0009028,KAG1699053.1,KAE8903932.1,PITG_09699,PPTG_01812T0,2507657266,EGZ13823,Pc2109T1C00002633g0000810.1,Pc2113T1C00003004g0000400.1
OG0009030,KAG1699057.1,KAE8903939.1,PITG_09701,PPTG_01814T0,2507657265,EGZ13825,Pc2109T1C00002633g0000790.1,Pc2113T1C00003004g0000420.1
OG0009031,KAG1699058.1,KAE8903937.1,PITG_09703,PPTG_01816T0,2507657263,EGZ13827,Pc2109T1C00002633g0000770.1,Pc2113T1C00003004g0000450.1
OG0009032,KAG1699059.1,KAE8903938.1,PITG_09704,PPTG_01817T0,2507657262,EGZ13828,Pc2109T1C00002633g0000760.1,Pc2113T1C00003004g0000460.1
OG0009033,KAG1699060.1,KAE8903931.1,PITG_09706,PPTG_01819T0,2507657260,EGZ13830,Pc2109T1C00002633g0000740.1,Pc2113T1C00003004g0000480.1
OG0009034,KAG1699061.1,KAE8903930.1,PITG_09705,PPTG_01818T0,2507657261,EGZ13829,Pc2109T1C00002633g0000750.1,Pc2113T1C00003004g0000470.1
OG0009035,KAG1699062.1,KAE8903795.1,PITG_09707,PPTG_01820T0,2507657259,EGZ13831,Pc2109T1C00002633g0000730.1,Pc2113T1C00003004g0000490.1
OG0009036,KAG1699063.1,KAE8903796.1,PITG_09708,PPTG_01821T0,2507657258,EGZ13832,Pc2109T1C00002633g0000720.1,Pc2113T1C00003004g0000500.1
OG0009037,KAG1699064.1,KAE8903793.1,PITG_09709,PPTG_01822T0,2507657257,EGZ13833,Pc2109T1C00002633g0000710.1,Pc2113T1C00003004g0000510.1
OG0009039,KAG1699067.1,KAE8903799.1,PITG_09712,PPTG_01825T0,2507657255,EGZ13836,Pc2109T1C00002633g0000690.1,Pc2113T1C00003004g0000530.1
OG0009040,KAG1699068.1,KAE8903800.1,PITG_21827,PPTG_01826T0,2507657254,EGZ13837,Pc2109T1C00002633g0000680.1,Pc2113T1C00003004g0000540.1
OG0009042,KAG1699072.1,KAE8903946.1,PITG_09721,PPTG_01830T0,2507657251,EGZ13847,Pc2109T1C00002633g0000640.1,Pc2113T1C00003004g0000590.1
OG0009043,KAG1699077.1,KAE8891250.1,PITG_09725,PPTG_01834T0,2507657247,EGZ13851,Pc2109T1C00002633g0000590.1,Pc2113T1C00003004g0000640.1
OG0009045,KAG1699079.1,KAE8891369.1,PITG_09726,PPTG_01838T0,2507657244,EGZ13861,Pc2109T1C00002633g0000570.1,Pc2113T1C00003004g0000660.1
OG0009046,KAG1699080.1,KAE8891366.1,PITG_09727,PPTG_01839T0,2507657245,EGZ13862,Pc2109T1C00002633g0000560.1,Pc2113T1C00003004g0000670.1
OG0009047,KAG1699081.1,KAE8891367.1,PITG_09728,PPTG_01840T0,2507662345,EGZ13863,Pc2109T1C00002633g0000550.1,Pc2113T1C00003004g0000680.1
OG0009048,KAG1699119.1,KAE8889717.1,PITG_16138,PPTG_09557T0,2507654499,EGZ20279,Pc2109T1C00002161g0000100.1,Pc2113T1C00002975g0000040.1
OG0009049,KAG1699123.1,KAE8889541.1,PITG_16132,PPTG_09562T0,2507654495,EGZ20289,Pc2109T1C00002161g0000040.1,Pc2113T1C00002975g0000110.1
OG0009051,KAG1699129.1,KAE8889667.1,PITG_16127,PPTG_09568T0,2507654490,EGZ20303,Pc2109T1C00003251g0000060.1,Pc2113T1C00002975g0000160.1
OG0009052,KAG1699135.1,KAE8889670.1,PITG_16118,PPTG_09573T0,2507654488,EGZ20306,Pc2109T1C00003249g0000890.1,Pc2113T1C00002975g0000200.1
OG0009053,KAG1699136.1,KAE8889627.1,PITG_16117,PPTG_09574T0,2507654487,EGZ20308,Pc2109T1C00003249g0000880.1,Pc2113T1C00002975g0000210.1
OG0009054,KAG1699137.1,KAE8889628.1,PITG_16116,PPTG_09575T0,2507654486,EGZ20309,Pc2109T1C00003249g0000870.1,Pc2113T1C00002975g0000220.1
OG0009055,KAG1699139.1,KAE8889631.1,PITG_16114,PPTG_09577T0,2507654485,EGZ20312,Pc2109T1C00003249g0000860.1,Pc2113T1C00002975g0000230.1
OG0009056,KAG1699140.1,KAE8889632.1,PITG_16113,PPTG_09578T0,2507654484,EGZ20313,Pc2109T1C00003249g0000840.1,Pc2113T1C00002975g0000240.1
OG0009057,KAG1699141.1,KAE8889629.1,PITG_16112,PPTG_09579T0,2507654483,EGZ20314,Pc2109T1C00003249g0000830.1,Pc2113T1C00002975g0000250.1
OG0009058,KAG1699142.1,KAE8889630.1,PITG_16111,PPTG_09580T0,2507654482,EGZ20315,Pc2109T1C00003249g0000820.1,Pc2113T1C00002975g0000260.1
OG0009059,KAG1699145.1,KAE8889636.1,PITG_16108,PPTG_09582T0,2507654481,EGZ20319,Pc2109T1C00003249g0000800.1,Pc2113T1C00002975g0000290.1
OG0009060,KAG1699146.1,KAE8889633.1,PITG_16107,PPTG_09583T0,2507654480,EGZ20320,Pc2109T1C00003249g0000790.1,Pc2113T1C00002975g0000300.1
OG0009061,KAG1699147.1,KAE8889772.1,PITG_16105,PPTG_09584T0,2507654479,EGZ20321,Pc2109T1C00003249g0000770.1,Pc2113T1C00002975g0000310.1
OG0009063,KAG1699151.1,KAE8889778.1,PITG_16104,PPTG_09589T0,2507654477,EGZ20327,Pc2109T1C00003249g0000740.1,Pc2113T1C00002975g0000340.1
OG0009064,KAG1699152.1,KAE8889777.1,PITG_16103,PPTG_09590T0,2507654476,EGZ20328,Pc2109T1C00003249g0000730.1,Pc2113T1C00002975g0000350.1
OG0009065,KAG1699153.1,KAE8889727.1,PITG_16102,PPTG_09591T0,2507654475,EGZ20329,Pc2109T1C00003249g0000720.1,Pc2113T1C00002975g0000360.1
OG0009066,KAG1699156.1,KAE8889720.1,PITG_16099,PPTG_09594T0,2507654473,EGZ20332,Pc2109T1C00003249g0000700.1,Pc2113T1C00002975g0000380.1
OG0009067,KAG1699158.1,KAE8889724.1,PITG_16098,PPTG_09597T0,2507654471,EGZ20344,Pc2109T1C00003249g0000660.1,Pc2113T1C00002975g0000410.1
OG0009068,KAG1699159.1,KAE8889725.1,PITG_16097,PPTG_09598T0,2507654470,EGZ20350,Pc2109T1C00003249g0000650.1,Pc2113T1C00002975g0000420.1
OG0009069,KAG1699160.1,KAE8889726.1,PITG_16096,PPTG_09599T0,2507654469,EGZ20351,Pc2109T1C00003249g0000640.1,Pc2113T1C00002975g0000440.1
OG0009070,KAG1699161.1,KAE8889493.1,PITG_16095,PPTG_09600T0,2507654468,EGZ20352,Pc2109T1C00003249g0000630.1,Pc2113T1C00002975g0000450.1
OG0009071,KAG1699163.1,KAE8889497.1,PITG_16093,PPTG_09601T0,2507654467,EGZ20358,Pc2109T1C00003249g0000580.1,Pc2113T1C00002975g0000520.1
OG0009072,KAG1699165.1,KAE8889500.1,PITG_16091,PPTG_09603T0,2507654465,EGZ20355,Pc2109T1C00003249g0000600.1,Pc2113T1C00002975g0000490.1
OG0009073,KAG1699166.1,KAE8889501.1,PITG_16090,PPTG_09604T0,2507654464,EGZ20354,Pc2109T1C00003249g0000610.1,Pc2113T1C00002975g0000470.1
OG0009074,KAG1699168.1,KAE8889492.1,PITG_16089,PPTG_09605T0,2507654463,EGZ20353,Pc2109T1C00003249g0000620.1,Pc2113T1C00002975g0000460.1
OG0009075,KAG1699170.1,KAE8889812.1,PITG_16088,PPTG_09607T0,2507654461,EGZ20362,Pc2109T1C00003249g0000530.1,Pc2113T1C00002975g0000560.1
OG0009076,KAG1699184.1,KAE8889688.1,PITG_16079,PPTG_09612T0,2507654459,EGZ20365,Pc2109T1C00003249g0000500.1,Pc2113T1C00002975g0000590.1
OG0009077,KAG1699185.1,KAE8889687.1,PITG_16078,PPTG_09616T0,2507654458,EGZ20366,Pc2109T1C00003249g0000490.1,Pc2113T1C00002975g0000600.1
OG0009078,KAG1699190.1,KAE8889696.1,PITG_16071,PPTG_09622T0,2507654455,EGZ20371,Pc2109T1C00003249g0000440.1,Pc2113T1C00002975g0000650.1
OG0009079,KAG1699192.1,KAE8889694.1,PITG_16073,PPTG_09624T0,2507654454,EGZ20373,Pc2109T1C00003249g0000420.1,Pc2113T1C00002975g0000670.1
OG0009080,KAG1699197.1,KAE8889539.1,PITG_16067,PPTG_09627T0,2507654451,EGZ20376,Pc2109T1C00003249g0000390.1,Pc2113T1C00002975g0000700.1
OG0009081,KAG1699199.1,KAE8889505.1,PITG_16065,PPTG_09629T0,2507654450,EGZ20378,Pc2109T1C00003249g0000370.1,Pc2113T1C00002975g0000720.1
OG0009083,KAG1699201.1,KAE8889507.1,PITG_16063,PPTG_09631T0,2507654448,EGZ20380,Pc2109T1C00003249g0000350.1,Pc2113T1C00002975g0000740.1
OG0009084,KAG1699202.1,KAE8889506.1,PITG_16062,PPTG_09632T0,2507654447,EGZ20381,Pc2109T1C00003249g0000340.1,Pc2113T1C00002975g0000750.1
OG0009085,KAG1699203.1,KAE8889600.1,PITG_16061,PPTG_09633T0,2507654446,EGZ20382,Pc2109T1C00003249g0000330.1,Pc2113T1C00002975g0000770.1
OG0009086,KAG1699210.1,KAE8889713.1,PITG_16054,PPTG_09643T0,2507654440,EGZ20405,Pc2109T1C00003249g0000240.1,Pc2113T1C00002975g0000860.1
OG0009088,KAG1699271.1,KAE8888695.1,PITG_16005,PPTG_09690T0,2507654405,EGZ20462,Pc2109T1C00002851g0000800.1,Pc2113T1C00002770g0000080.1
OG0009089,KAG1699274.1,KAE8888694.1,PITG_16004,PPTG_09692T0,2507654404,EGZ20463,Pc2109T1C00002851g0000790.1,Pc2113T1C00002770g0000090.1
OG0009090,KAG1699275.1,KAE8888832.1,PITG_16003,PPTG_09693T0,2507654403,EGZ20464,Pc2109T1C00002851g0000780.1,Pc2113T1C00002770g0000100.1
OG0009091,KAG1699277.1,KAE8888834.1,PITG_16001,PPTG_09695T0,2507654399,EGZ20466,Pc2109T1C00002851g0000760.1,Pc2113T1C00002770g0000120.1
OG0009092,KAG1699278.1,KAE8888835.1,PITG_16000,PPTG_09696T0,2507654398,EGZ20467,Pc2109T1C00002851g0000740.1,Pc2113T1C00002770g0000140.1
OG0009094,KAG1699541.1,KAE8911650.1,PITG_00142,PPTG_15098T0,2507661920,EGZ16188,Pc2109T1C00002911g0001130.1,Pc2113T1C00002466g0001090.1
OG0009095,KAG1699542.1,KAE8911651.1,PITG_00143,PPTG_15099T0,2507661921,EGZ16189,Pc2109T1C00002911g0001140.1,Pc2113T1C00002466g0001100.1
OG0009096,KAG1699543.1,KAE8911648.1,PITG_00144,PPTG_15100T0,2507661922,EGZ16190,Pc2109T1C00002911g0001150.1,Pc2113T1C00002466g0001110.1
OG0009097,KAG1699544.1,KAE8911642.1,PITG_00145,PPTG_15101T0,2507661923,EGZ16191,Pc2109T1C00002911g0001160.1,Pc2113T1C00002466g0001120.1
OG0009098,KAG1699545.1,KAE8911643.1,PITG_00146,PPTG_15102T0,2507661924,EGZ16192,Pc2109T1C00002911g0001170.1,Pc2113T1C00002466g0001130.1
OG0009099,KAG1699552.1,KAE8911439.1,PITG_00151,PPTG_15110T0,2507664965,EGZ16178,Pc2109T1C00002911g0001220.1,Pc2113T1C00002466g0001190.1
OG0009101,KAG1699556.1,KAE8911446.1,PITG_00156,PPTG_15113T0,2507664968,EGZ16173,Pc2109T1C00002911g0001270.1,Pc2113T1C00002466g0001220.1
OG0009102,KAG1699562.1,KAE8911785.1,PITG_00163,PPTG_15117T0,2507664971,EGZ16166,Pc2109T1C00002911g0001320.1,Pc2113T1C00002466g0001270.1
OG0009103,KAG1699564.1,KAE8911783.1,PITG_00165,PPTG_15119T0,2507664973,EGZ16165,Pc2109T1C00002911g0001340.1,Pc2113T1C00002466g0001290.1
OG0009105,KAG1699566.1,KAE8911776.1,PITG_00167,PPTG_15121T0,2507664975,EGZ16164,Pc2109T1C00002911g0001360.1,Pc2113T1C00002466g0001310.1
OG0009108,KAG1699663.1,KAE8889134.1,PITG_03040,PPTG_13308T0,2507659434,EGZ27784,Pc2109T1C00002613g0000130.1,Pc2113T1C00002200g0000340.1
OG0009109,KAG1699667.1,KAE8889020.1,PITG_03038,PPTG_13312T0,2507659432,EGZ27779,Pc2109T1C00002613g0000160.1,Pc2113T1C00002200g0000380.1
OG0009110,KAG1699670.1,KAE8889023.1,PITG_03034,PPTG_13315T0,2507659429,EGZ27776,Pc2109T1C00002613g0000190.1,Pc2113T1C00002200g0000410.1
OG0009111,KAG1699671.1,KAE8889024.1,PITG_03033,PPTG_13316T0,2507659428,EGZ27775,Pc2109T1C00002613g0000200.1,Pc2113T1C00002200g0000420.1
OG0009112,KAG1699683.1,KAE8888971.1,PITG_03020,PPTG_13332T0,2507659418,EGZ27762,Pc2109T1C00002613g0000310.1,Pc2113T1C00002200g0000550.1
OG0009113,KAG1699684.1,KAE8888972.1,PITG_03019,PPTG_13333T0,2507659417,EGZ27761,Pc2109T1C00002613g0000320.1,Pc2113T1C00002200g0000560.1
OG0009114,KAG1699686.1,KAE8889039.1,PITG_03016,PPTG_13335T0,2507659414,EGZ27758,Pc2109T1C00002613g0000360.1,Pc2113T1C00002200g0000600.1
OG0009115,KAG1699687.1,KAE8888856.1,PITG_03015,PPTG_13336T0,2507659413,EGZ27757,Pc2109T1C00002613g0000370.1,Pc2113T1C00002200g0000610.1
OG0009116,KAG1699689.1,KAE8888992.1,PITG_03012,PPTG_13339T0,2507659410,EGZ27755,Pc2109T1C00002613g0000390.1,Pc2113T1C00002200g0000630.1
OG0009118,KAG1699726.1,KAE8888944.1,PITG_02998,PPTG_13350T0,2507659399,EGZ27716,Pc2109T1C00002613g0000530.1,Pc2113T1C00002202g0000080.1
OG0009119,KAG1699727.1,KAE8888939.1,PITG_02997,PPTG_13351T0,2507659398,EGZ27715,Pc2109T1C00002613g0000540.1,Pc2113T1C00002202g0000090.1
OG0009120,KAG1699728.1,KAE8888938.1,PITG_02996,PPTG_13355T0,2507659397,EGZ27713,Pc2109T1C00002613g0000550.1,Pc2113T1C00002202g0000100.1
OG0009121,KAG1699732.1,KAE8888940.1,PITG_18113,PPTG_13362T0,2507659394,EGZ27710,Pc2109T1C00002613g0000590.1,Pc2113T1C00002202g0000140.1
OG0009122,KAG1699740.1,KAE8889117.1,PITG_18106,PPTG_13364T0,2507659390,EGZ27707,Pc2109T1C00002613g0000630.1,Pc2113T1C00002202g0000200.1
OG0009123,KAG1699742.1,KAE8889113.1,PITG_18104,PPTG_13366T0,2507659389,EGZ27705,Pc2109T1C00002613g0000650.1,Pc2113T1C00002202g0000220.1
OG0009124,KAG1699743.1,KAE8889114.1,PITG_18103,PPTG_13369T0,2507659388,EGZ27704,Pc2109T1C00002613g0000660.1,Pc2113T1C00002202g0000230.1
OG0009125,KAG1699744.1,KAE8889012.1,PITG_18102,PPTG_13370T0,2507659387,EGZ27702,Pc2109T1C00002613g0000670.1,Pc2113T1C00002202g0000240.1
OG0009126,KAG1699745.1,KAE8889013.1,PITG_18101,PPTG_13371T0,2507659386,EGZ27701,Pc2109T1C00002613g0000680.1,Pc2113T1C00002202g0000250.1
OG0009127,KAG1699746.1,KAE8888996.1,PITG_18095,PPTG_13376T0,2507659382,EGZ27694,Pc2109T1C00002613g0000730.1,Pc2113T1C00002202g0000290.1
OG0009128,KAG1699747.1,KAE8888994.1,PITG_18099,PPTG_13374T0,2507659383,EGZ27698,Pc2109T1C00002613g0000710.1,Pc2113T1C00002202g0000280.1
OG0009129,KAG1699748.1,KAE8888995.1,PITG_18100,PPTG_13373T0,2507659384,EGZ27699,Pc2109T1C00002613g0000700.1,Pc2113T1C00002202g0000270.1
OG0009130,KAG1699761.1,KAE8889124.1,PITG_18091,PPTG_13379T0,2507659379,EGZ27687,Pc2109T1C00002613g0000790.1,Pc2113T1C00002202g0000340.1
OG0009131,KAG1699764.1,KAE8889127.1,PITG_18089,PPTG_19449T0,2507659374,EGZ27685,Pc2109T1C00002613g0000820.1,Pc2113T1C00002202g0000370.1
OG0009132,KAG1699770.1,KAE8880298.1,PITG_18079,PPTG_13389T0,2507659368,EGZ27664,Pc2109T1C00003051g0000040.1,Pc2113T1C00002202g0000440.1
OG0009133,KAG1699771.1,KAE8880297.1,PITG_18080,PPTG_13390T0,2507659367,EGZ27662,Pc2109T1C00003051g0000050.1,Pc2113T1C00002202g0000450.1
OG0009134,KAG1699773.1,KAE8880275.1,PITG_18075,PPTG_19458T0,2507659364,EGZ27655,Pc2109T1C00003051g0000080.1,Pc2113T1C00002202g0000480.1
OG0009135,KAG1699776.1,KAE8880167.1,PITG_18073,PPTG_13396T0,2507659363,EGZ27653,Pc2109T1C00003051g0000100.1,Pc2113T1C00002202g0000500.1
OG0009136,KAG1699777.1,KAE8880281.1,PITG_18072,PPTG_13397T0,2507659362,EGZ27652,Pc2109T1C00003051g0000110.1,Pc2113T1C00002202g0000510.1
OG0009137,KAG1699778.1,KAE8880280.1,PITG_18071,PPTG_13398T0,2507659361,EGZ27651,Pc2109T1C00003051g0000120.1,Pc2113T1C00002202g0000520.1
OG0009147,KAG1700090.1,KAE8911014.1,PITG_03553,PPTG_10115T0,2507662922,EGZ28401,Pc2109T1C00002705g0000360.1,Pc2113T1C00002346g0001290.1
OG0009148,KAG1700092.1,KAE8911018.1,PITG_03555,PPTG_10113T0,2507662924,EGZ28403,Pc2109T1C00002705g0000380.1,Pc2113T1C00002346g0001310.1
OG0009149,KAG1700093.1,KAE8911016.1,PITG_03556,PPTG_10112T0,2507662925,EGZ28404,Pc2109T1C00002705g0000390.1,Pc2113T1C00002346g0001320.1
OG0009150,KAG1700094.1,KAE8910496.1,PITG_03557,PPTG_10111T0,2507662926,EGZ28405,Pc2109T1C00002705g0000400.1,Pc2113T1C00002346g0001330.1
OG0009151,KAG1700096.1,KAE8910494.1,PITG_03559,PPTG_10110T0,2507662928,EGZ28407,Pc2109T1C00002705g0000420.1,Pc2113T1C00002346g0001350.1
OG0009152,KAG1700099.1,KAE8910594.1,PITG_03561,PPTG_10107T0,2507662931,EGZ28410,Pc2109T1C00002705g0000460.1,Pc2113T1C00002346g0001400.1
OG0009153,KAG1700100.1,KAE8910593.1,PITG_03562,PPTG_10106T0,2507662932,EGZ28411,Pc2109T1C00002705g0000470.1,Pc2113T1C00002346g0001410.1
OG0009154,KAG1700102.1,KAE8910595.1,PITG_03563,PPTG_10104T0,2507662933,EGZ28412,Pc2109T1C00002705g0000490.1,Pc2113T1C00002346g0001430.1
OG0009156,KAG1700107.1,KAE8910299.1,PITG_03568,PPTG_10101T0,2507662934,EGZ28415,Pc2109T1C00002705g0000520.1,Pc2113T1C00002346g0001450.1
OG0009157,KAG1700110.1,KAE8910302.1,PITG_03570,PPTG_10098T0,2507662937,EGZ28417,Pc2109T1C00002705g0000550.1,Pc2113T1C00002346g0001480.1
OG0009158,KAG1700111.1,KAE8910303.1,PITG_03571,PPTG_10097T0,2507662940,EGZ28418,Pc2109T1C00002705g0000570.1,Pc2113T1C00002346g0001510.1
OG0009159,KAG1700114.1,KAE8910390.1,PITG_03574,PPTG_10094T0,2507662941,EGZ28421,Pc2109T1C00002705g0000580.1,Pc2113T1C00002346g0001540.1
OG0009160,KAG1700115.1,KAE8910389.1,PITG_03575,PPTG_10093T0,2507662942,EGZ28422,Pc2109T1C00002705g0000590.1,Pc2113T1C00002346g0001550.1
OG0009161,KAG1700116.1,KAE8910392.1,PITG_03576,PPTG_13435T0,2507662943,EGZ28423,Pc2109T1C00002705g0000600.1,Pc2113T1C00002346g0001560.1
OG0009162,KAG1700117.1,KAE8910391.1,PITG_03577,PPTG_10090T0,2507662944,EGZ28424,Pc2109T1C00002705g0000610.1,Pc2113T1C00002346g0001570.1
OG0009163,KAG1700118.1,KAE8910394.1,PITG_03582,PPTG_10089T0,2507662945,EGZ28425,Pc2109T1C00002705g0000620.1,Pc2113T1C00002346g0001580.1
OG0009164,KAG1700121.1,KAE8910906.1,PITG_03586,PPTG_10087T0,2507662946,EGZ28432,Pc2109T1C00002705g0000650.1,Pc2113T1C00002346g0001610.1
OG0009165,KAG1700122.1,KAE8910907.1,PITG_03587,PPTG_10086T0,2507662947,EGZ28433,Pc2109T1C00002705g0000660.1,Pc2113T1C00002346g0001620.1
OG0009166,KAG1700124.1,KAE8910905.1,PITG_03589,PPTG_10084T0,2507662948,EGZ28435,Pc2109T1C00002705g0000680.1,Pc2113T1C00002346g0001640.1
OG0009167,KAG1700125.1,KAE8910908.1,PITG_03591,PPTG_10082T0,2507662950,EGZ28437,Pc2109T1C00002705g0000700.1,Pc2113T1C00002346g0001660.1
OG0009169,KAG1700129.1,KAE8911058.1,PITG_03596,PPTG_13437T0,2507662955,EGZ28441,Pc2109T1C00002705g0000760.1,Pc2113T1C00002346g0001720.1
OG0009170,KAG1700133.1,KAE8911056.1,PITG_03598,PPTG_13439T0,2507662953,EGZ28443,Pc2109T1C00002705g0000780.1,Pc2113T1C00002346g0001740.1
OG0009171,KAG1700136.1,KAE8911061.1,PITG_03600,PPTG_13442T0,2507662957,EGZ28446,Pc2109T1C00002705g0000810.1,Pc2113T1C00002346g0001770.1
OG0009172,KAG1700137.1,KAE8911060.1,PITG_03601,PPTG_13443T0,2507662958,EGZ28447,Pc2109T1C00002705g0000820.1,Pc2113T1C00002346g0001780.1
OG0009173,KAG1700138.1,KAE8911054.1,PITG_03604,PPTG_13445T0,2507662960,EGZ28449,Pc2109T1C00002705g0000840.1,Pc2113T1C00002346g0001800.1
OG0009174,KAG1700139.1,KAE8911059.1,PITG_03603,PPTG_13444T0,2507662959,EGZ28448,Pc2109T1C00002705g0000830.1,Pc2113T1C00002346g0001790.1
OG0009175,KAG1700140.1,KAE8911053.1,PITG_03605,PPTG_13446T0,2507662961,EGZ28450,Pc2109T1C00002705g0000850.1,Pc2113T1C00002346g0001810.1
OG0009176,KAG1700141.1,KAE8910731.1,PITG_03606,PPTG_13447T0,2507662962,EGZ28451,Pc2109T1C00002705g0000860.1,Pc2113T1C00002346g0001820.1
OG0009178,KAG1700148.1,KAE8910729.1,PITG_03612,PPTG_13453T0,2507662969,EGZ28456,Pc2109T1C00002705g0000940.1,Pc2113T1C00002346g0001900.1
OG0009179,KAG1700151.1,KAE8910730.1,PITG_03613,PPTG_13454T0,2507662970,EGZ28457,Pc2109T1C00002705g0000950.1,Pc2113T1C00002346g0001910.1
OG0009180,KAG1700152.1,KAE8910736.1,PITG_03615,PPTG_13456T0,2507662972,EGZ28459,Pc2109T1C00002705g0000970.1,Pc2113T1C00002346g0001930.1
